230.625 2.65625 [85, 95]
99.945 95.98625 [47, 77]

230.625 2.65625 [85, 95]
27.9225 93.730625 [57, 60]

230.625 2.65625 [85, 95]
27.9225 93.730625 [57, 60]
212.3325 9.333125 [78, 97]
45.2025 66.550625 [55, 76]

230.625 2.65625 [85, 95]
27.9225 93.730625 [57, 60]
212.3325 9.333125 [78, 97]
45.2025 66.550625 [55, 76]

230.625 2.65625 [85, 95]
27.9225 93.730625 [57, 60]
212.3325 9.333125 [78, 97]
45.2025 66.550625 [55, 76]
128.025 13.00625 [91, 73]

230.625 2.65625 [85, 95]
27.9225 93.730625 [57, 60]
212.3325 9.333125 [78, 97]
45.2025 66.550625 [55, 76]
128.025 13.00625 [91, 73]

230.625 2.65625 [85, 95]
212.3325 9.333125 [78, 97]
128.025 13.00625 [91, 73]
0.1125 50.778125 [66, 67]

230.625 2.65625 [85, 95]
212.3325 9.333125 [78, 97]
128.025 13.00625 [91, 73]
0.1125 50.778125 [66, 67]

230.625 2.65625 [85, 95]
212.3325 9.333125 [78, 97]
128.025 13.00625 [91, 73]
0.1125 50.778125 [66, 67]

230.625 2.65625 [85, 95]
212.3325 9.333125 [78, 97]
0.1125 50.778125 [66, 67]
64.9125 12.978125 [74, 83]

230.625 2.65625 [85, 95]
212.3325 9.333125 [78, 97]
0.1125 50.778125 [66, 67]
64.9125 12.978125 [74, 83]

230.625 2.65625 [85, 95]
0.1125 50.778125 [66, 67]
64.9125 12.978125 [74, 83]
177.57 2.8925 [82, 92]

230.625 2.65625 [85, 95]
0.1125 50.778125 [66, 67]
64.9125 12.978125 [74, 83]
177.57 2.8925 [82, 92]
54.045 26.01125 [83, 67]

230.625 2.65625 [85, 95]
0.1125 50.778125 [66, 67]
64.9125 12.978125 [74, 83]
177.57 2.8925 [82, 92]
54.045 26.01125 [83, 67]

230.625 2.65625 [85, 95]
0.1125 50.778125 [66, 67]
64.9125 12.978125 [74, 83]
177.57 2.8925 [82, 92]
54.045 26.01125 [83, 67]

230.625 2.65625 [85, 95]
0.1125 50.778125 [66, 67]
64.9125 12.978125 [74, 83]
177.57 2.8925 [82, 92]
54.045 26.01125 [83, 67]

230.625 2.65625 [85, 95]
0.1125 50.778125 [66, 67]
64.9125 12.978125 [74, 83]
177.57 2.8925 [82, 92]
54.045 26.01125 [83, 67]

230.625 2.65625 [85, 95]
0.1125 50.778125 [66, 67]
64.9125 12.978125 [74, 83]
177.57 2.8925 [82, 92]
54.045 26.01125 [83, 67]

230.625 2.65625 [85, 95]
0.1125 50.778125 [66, 67]
64.9125 12.978125 [74, 83]
177.57 2.8925 [82, 92]
54.045 26.01125 [83, 67]

230.625 2.65625 [85, 95]
0.1125 50.778125 [66, 67]
64.9125 12.978125 [74, 83]
