0.919020509004 0.994932160296 [80, 116, 134]
0.794371219556 0.998937485731 [118, 98, 141]
0.988597562484 0.980152393745 [66, 99, 129]

0.919020509004 0.994932160296 [80, 116, 134]
0.794371219556 0.998937485731 [118, 98, 141]
0.988597562484 0.980152393745 [66, 99, 129]
0.995974269889 0.717972588645 [62, 99, 93]
0.229533693015 0.95178285646 [118, 108, 104]

0.794371219556 0.998937485731 [118, 98, 141]
0.995974269889 0.717972588645 [62, 99, 93]
0.229533693015 0.95178285646 [118, 108, 104]

0.995974269889 0.717972588645 [62, 99, 93]
0.229533693015 0.95178285646 [118, 108, 104]
0.998137518157 0.372589748237 [88, 79, 70]

0.995974269889 0.717972588645 [62, 99, 93]
0.229533693015 0.95178285646 [118, 108, 104]
0.998137518157 0.372589748237 [88, 79, 70]

0.995974269889 0.717972588645 [62, 99, 93]
0.229533693015 0.95178285646 [118, 108, 104]
0.998137518157 0.372589748237 [88, 79, 70]
0.98431798314 0.749415566143 [67, 99, 104]

0.995974269889 0.717972588645 [62, 99, 93]
0.229533693015 0.95178285646 [118, 108, 104]
0.998137518157 0.372589748237 [88, 79, 70]
0.98431798314 0.749415566143 [67, 99, 104]

0.995974269889 0.717972588645 [62, 99, 93]
0.229533693015 0.95178285646 [118, 108, 104]
0.998137518157 0.372589748237 [88, 79, 70]
0.98431798314 0.749415566143 [67, 99, 104]

0.229533693015 0.95178285646 [118, 108, 104]
0.98431798314 0.749415566143 [67, 99, 104]
0.988057895449 0.365878735551 [72, 94, 91]

0.229533693015 0.95178285646 [118, 108, 104]
0.98431798314 0.749415566143 [67, 99, 104]
0.988057895449 0.365878735551 [72, 94, 91]

0.229533693015 0.95178285646 [118, 108, 104]
0.98431798314 0.749415566143 [67, 99, 104]
0.988057895449 0.365878735551 [72, 94, 91]

0.229533693015 0.95178285646 [118, 108, 104]
0.98431798314 0.749415566143 [67, 99, 104]
0.988057895449 0.365878735551 [72, 94, 91]

0.229533693015 0.95178285646 [118, 108, 104]
0.98431798314 0.749415566143 [67, 99, 104]
0.988057895449 0.365878735551 [72, 94, 91]

0.229533693015 0.95178285646 [118, 108, 104]
0.98431798314 0.749415566143 [67, 99, 104]
0.988057895449 0.365878735551 [72, 94, 91]

0.229533693015 0.95178285646 [118, 108, 104]
0.98431798314 0.749415566143 [67, 99, 104]
0.988057895449 0.365878735551 [72, 94, 91]

0.229533693015 0.95178285646 [118, 108, 104]
0.98431798314 0.749415566143 [67, 99, 104]
0.988057895449 0.365878735551 [72, 94, 91]
0.967150158025 0.855978351721 [102, 112, 70]

0.229533693015 0.95178285646 [118, 108, 104]
0.98431798314 0.749415566143 [67, 99, 104]
0.988057895449 0.365878735551 [72, 94, 91]
0.967150158025 0.855978351721 [102, 112, 70]

0.229533693015 0.95178285646 [118, 108, 104]
0.98431798314 0.749415566143 [67, 99, 104]
0.988057895449 0.365878735551 [72, 94, 91]
0.967150158025 0.855978351721 [102, 112, 70]

0.229533693015 0.95178285646 [118, 108, 104]
0.98431798314 0.749415566143 [67, 99, 104]
0.988057895449 0.365878735551 [72, 94, 91]
0.967150158025 0.855978351721 [102, 112, 70]
0.88307656211 0.91137701801 [121, 81, 101]

0.229533693015 0.95178285646 [118, 108, 104]
0.98431798314 0.749415566143 [67, 99, 104]
0.988057895449 0.365878735551 [72, 94, 91]
0.967150158025 0.855978351721 [102, 112, 70]
0.88307656211 0.91137701801 [121, 81, 101]

0.229533693015 0.95178285646 [118, 108, 104]
0.98431798314 0.749415566143 [67, 99, 104]
0.988057895449 0.365878735551 [72, 94, 91]
0.967150158025 0.855978351721 [102, 112, 70]
0.88307656211 0.91137701801 [121, 81, 101]

0.229533693015 0.95178285646 [118, 108, 104]
0.98431798314 0.749415566143 [67, 99, 104]
0.988057895449 0.365878735551 [72, 94, 91]
0.967150158025 0.855978351721 [102, 112, 70]
0.88307656211 0.91137701801 [121, 81, 101]

0.229533693015 0.95178285646 [118, 108, 104]
0.98431798314 0.749415566143 [67, 99, 104]
0.988057895449 0.365878735551 [72, 94, 91]
0.967150158025 0.855978351721 [102, 112, 70]
0.88307656211 0.91137701801 [121, 81, 101]

0.229533693015 0.95178285646 [118, 108, 104]
0.98431798314 0.749415566143 [67, 99, 104]
0.988057895449 0.365878735551 [72, 94, 91]
0.967150158025 0.855978351721 [102, 112, 70]
0.88307656211 0.91137701801 [121, 81, 101]
0.981323934913 0.828554094706 [117, 84, 75]

0.229533693015 0.95178285646 [118, 108, 104]
0.98431798314 0.749415566143 [67, 99, 104]
0.988057895449 0.365878735551 [72, 94, 91]
0.967150158025 0.855978351721 [102, 112, 70]
0.88307656211 0.91137701801 [121, 81, 101]
0.981323934913 0.828554094706 [117, 84, 75]

0.229533693015 0.95178285646 [118, 108, 104]
0.98431798314 0.749415566143 [67, 99, 104]
0.988057895449 0.365878735551 [72, 94, 91]
0.967150158025 0.855978351721 [102, 112, 70]
0.88307656211 0.91137701801 [121, 81, 101]
0.981323934913 0.828554094706 [117, 84, 75]
0.952909885999 0.891857751871 [115, 72, 104]

0.229533693015 0.95178285646 [118, 108, 104]
0.98431798314 0.749415566143 [67, 99, 104]
0.988057895449 0.365878735551 [72, 94, 91]
0.967150158025 0.855978351721 [102, 112, 70]
0.88307656211 0.91137701801 [121, 81, 101]
0.981323934913 0.828554094706 [117, 84, 75]
0.952909885999 0.891857751871 [115, 72, 104]

0.229533693015 0.95178285646 [118, 108, 104]
0.98431798314 0.749415566143 [67, 99, 104]
0.967150158025 0.855978351721 [102, 112, 70]
0.88307656211 0.91137701801 [121, 81, 101]
0.981323934913 0.828554094706 [117, 84, 75]
0.952909885999 0.891857751871 [115, 72, 104]
0.984421646859 0.092740763752 [88, 89, 79]

0.229533693015 0.95178285646 [118, 108, 104]
0.98431798314 0.749415566143 [67, 99, 104]
0.967150158025 0.855978351721 [102, 112, 70]
0.88307656211 0.91137701801 [121, 81, 101]
0.981323934913 0.828554094706 [117, 84, 75]
0.952909885999 0.891857751871 [115, 72, 104]
0.984421646859 0.092740763752 [88, 89, 79]

0.229533693015 0.95178285646 [118, 108, 104]
0.967150158025 0.855978351721 [102, 112, 70]
0.981323934913 0.828554094706 [117, 84, 75]
0.984421646859 0.092740763752 [88, 89, 79]
0.822798581699 0.510480882743 [97, 103, 89]

0.229533693015 0.95178285646 [118, 108, 104]
0.981323934913 0.828554094706 [117, 84, 75]
0.984421646859 0.092740763752 [88, 89, 79]
0.822798581699 0.510480882743 [97, 103, 89]

0.229533693015 0.95178285646 [118, 108, 104]
0.984421646859 0.092740763752 [88, 89, 79]
0.822798581699 0.510480882743 [97, 103, 89]

0.229533693015 0.95178285646 [118, 108, 104]
0.984421646859 0.092740763752 [88, 89, 79]
0.822798581699 0.510480882743 [97, 103, 89]
0.0836007029886 0.981071695876 [111, 120, 111]

0.229533693015 0.95178285646 [118, 108, 104]
0.984421646859 0.092740763752 [88, 89, 79]
