0 0 -2.0 -2.0 3609.0
0 1 -2.0 -1.96 3561.16
0 2 -2.0 -1.92 3513.64
0 3 -2.0 -1.88 3466.4399999999996
0 4 -2.0 -1.84 3419.5599999999995
0 5 -2.0 -1.8 3373.0
0 6 -2.0 -1.76 3326.7599999999998
0 7 -2.0 -1.72 3280.8399999999997
0 8 -2.0 -1.68 3235.24
0 9 -2.0 -1.6400000000000001 3189.9600000000005
0 10 -2.0 -1.6 3144.9999999999995
0 11 -2.0 -1.56 3100.3600000000006
0 12 -2.0 -1.52 3056.0399999999995
0 13 -2.0 -1.48 3012.0400000000004
0 14 -2.0 -1.44 2968.3599999999997
0 15 -2.0 -1.4 2925.0000000000005
0 16 -2.0 -1.3599999999999999 2881.9599999999996
0 17 -2.0 -1.3199999999999998 2839.2400000000002
0 18 -2.0 -1.28 2796.84
0 19 -2.0 -1.24 2754.76
0 20 -2.0 -1.2 2713.0000000000005
0 21 -2.0 -1.1600000000000001 2671.5600000000004
0 22 -2.0 -1.12 2630.44
0 23 -2.0 -1.08 2589.64
0 24 -2.0 -1.04 2549.1600000000003
0 25 -2.0 -1.0 2509.0
0 26 -2.0 -0.96 2469.1600000000003
0 27 -2.0 -0.9199999999999999 2429.64
0 28 -2.0 -0.8799999999999999 2390.44
0 29 -2.0 -0.8400000000000001 2351.56
0 30 -2.0 -0.8 2313.0
0 31 -2.0 -0.76 2274.7599999999998
0 32 -2.0 -0.72 2236.8399999999997
0 33 -2.0 -0.6799999999999999 2199.24
0 34 -2.0 -0.6399999999999999 2161.96
0 35 -2.0 -0.5999999999999999 2124.9999999999995
0 36 -2.0 -0.56 2088.3600000000006
0 37 -2.0 -0.52 2052.0399999999995
0 38 -2.0 -0.48 2016.0400000000002
0 39 -2.0 -0.43999999999999995 1980.3599999999997
0 40 -2.0 -0.3999999999999999 1945.0000000000002
0 41 -2.0 -0.3599999999999999 1909.9599999999996
0 42 -2.0 -0.32000000000000006 1875.2400000000002
0 43 -2.0 -0.28 1840.8400000000001
0 44 -2.0 -0.24 1806.7600000000002
0 45 -2.0 -0.19999999999999996 1773.0
0 46 -2.0 -0.15999999999999992 1739.5600000000002
0 47 -2.0 -0.11999999999999988 1706.4399999999998
0 48 -2.0 -0.08000000000000007 1673.6399999999999
0 49 -2.0 -0.040000000000000036 1641.16
0 50 -2.0 0.0 1609.0
0 51 -2.0 0.040000000000000036 1577.1599999999999
0 52 -2.0 0.08000000000000007 1545.6399999999999
0 53 -2.0 0.1200000000000001 1514.4399999999998
0 54 -2.0 0.16000000000000014 1483.56
0 55 -2.0 0.20000000000000018 1453.0
0 56 -2.0 0.2400000000000002 1422.76
0 57 -2.0 0.28000000000000025 1392.84
0 58 -2.0 0.31999999999999984 1363.24
0 59 -2.0 0.3599999999999999 1333.96
0 60 -2.0 0.3999999999999999 1305.0
0 61 -2.0 0.43999999999999995 1276.3600000000001
0 62 -2.0 0.48 1248.04
0 63 -2.0 0.52 1220.04
0 64 -2.0 0.56 1192.36
0 65 -2.0 0.6000000000000001 1164.9999999999998
0 66 -2.0 0.6400000000000001 1137.9599999999998
0 67 -2.0 0.6800000000000002 1111.24
0 68 -2.0 0.7200000000000002 1084.84
0 69 -2.0 0.7600000000000002 1058.7599999999998
0 70 -2.0 0.8000000000000003 1033.0
0 71 -2.0 0.8399999999999999 1007.5600000000002
0 72 -2.0 0.8799999999999999 982.44
0 73 -2.0 0.9199999999999999 957.64
0 74 -2.0 0.96 933.16
0 75 -2.0 1.0 909.0
0 76 -2.0 1.04 885.16
0 77 -2.0 1.08 861.6399999999999
