11.1409 30.635225 [28, 101]
0.1044 47.9261 [6, 4]
7.1325 33.033125 [42, 55]
28.1241 23.581025 [33, 168]
7.9714 32.09285 [43, 61]
16.02 30.005 [18, 130]
0.1954 46.94885 [7, 9]
52.6426 13.86065 [127, 117]
27.2269 19.956725 [70, 129]
0.0841 47.971025 [4, 7]
0.5706 45.94265 [15, 3]
0.2196 46.7549 [6, 12]
22.7749 23.843725 [86, 69]
4.6324 36.0581 [34, 44]


11.1409 30.635225 [28, 101]
0.1044 47.9261 [6, 4]
7.1325 33.033125 [42, 55]
7.9714 32.09285 [43, 61]
0.1954 46.94885 [7, 9]
52.6426 13.86065 [127, 117]
27.2269 19.956725 [70, 129]
0.0841 47.971025 [4, 7]
0.2196 46.7549 [6, 12]
22.7749 23.843725 [86, 69]
4.6324 36.0581 [34, 44]
12.7969 28.849225 [35, 104]
1.6714 42.51785 [25, 11]
1.0 45.25 [20, 0]
18.5074 26.22685 [35, 131]
2.0689 41.867225 [28, 11]
6.6856 35.8714 [50, 22]
1.21 44.8025 [22, 0]
2.6041 41.601025 [32, 7]
1.2109 44.652725 [22, 1]
0.5625 44.890625 [12, 15]
42.7761 15.244025 [108, 123]


11.1409 30.635225 [28, 101]
0.1044 47.9261 [6, 4]
7.1325 33.033125 [42, 55]
7.9714 32.09285 [43, 61]
0.1954 46.94885 [7, 9]
52.6426 13.86065 [127, 117]
27.2269 19.956725 [70, 129]
0.0841 47.971025 [4, 7]
0.2196 46.7549 [6, 12]
22.7749 23.843725 [86, 69]
4.6324 36.0581 [34, 44]
12.7969 28.849225 [35, 104]
1.6714 42.51785 [25, 11]
18.5074 26.22685 [35, 131]
2.0689 41.867225 [28, 11]
6.6856 35.8714 [50, 22]
1.21 44.8025 [22, 0]
2.6041 41.601025 [32, 7]
1.2109 44.652725 [22, 1]
0.5625 44.890625 [12, 15]
42.7761 15.244025 [108, 123]
58.4146 13.40365 [137, 113]
8.4825 31.870625 [33, 80]
87.0601 11.815025 [175, 108]
2.6644 41.5661 [4, 54]
68.4625 11.865625 [149, 120]


11.1409 30.635225 [28, 101]
0.1044 47.9261 [6, 4]
7.1325 33.033125 [42, 55]
7.9714 32.09285 [43, 61]
0.1954 46.94885 [7, 9]
52.6426 13.86065 [127, 117]
27.2269 19.956725 [70, 129]
0.0841 47.971025 [4, 7]
0.2196 46.7549 [6, 12]
22.7749 23.843725 [86, 69]
4.6324 36.0581 [34, 44]
12.7969 28.849225 [35, 104]
1.6714 42.51785 [25, 11]
18.5074 26.22685 [35, 131]
6.6856 35.8714 [50, 22]
1.2109 44.652725 [22, 1]
0.5625 44.890625 [12, 15]
42.7761 15.244025 [108, 123]
58.4146 13.40365 [137, 113]
8.4825 31.870625 [33, 80]
87.0601 11.815025 [175, 108]
68.4625 11.865625 [149, 120]
3.0925 40.023125 [34, 15]
1.9669 40.641725 [22, 29]
35.0701 17.317525 [71, 158]
1.5016 42.1754 [22, 18]
1.2136 44.5034 [22, 2]
0.1681 47.592025 [8, 3]
1.0081 44.802025 [20, 3]
0.0954 47.92385 [3, 9]
0.18 47.045 [6, 10]


11.1409 30.635225 [28, 101]
7.1325 33.033125 [42, 55]
7.9714 32.09285 [43, 61]
0.1954 46.94885 [7, 9]
52.6426 13.86065 [127, 117]
27.2269 19.956725 [70, 129]
0.0841 47.971025 [4, 7]
0.2196 46.7549 [6, 12]
22.7749 23.843725 [86, 69]
4.6324 36.0581 [34, 44]
12.7969 28.849225 [35, 104]
18.5074 26.22685 [35, 131]
6.6856 35.8714 [50, 22]
0.5625 44.890625 [12, 15]
42.7761 15.244025 [108, 123]
58.4146 13.40365 [137, 113]
8.4825 31.870625 [33, 80]
87.0601 11.815025 [175, 108]
68.4625 11.865625 [149, 120]
1.9669 40.641725 [22, 29]
35.0701 17.317525 [71, 158]
1.5016 42.1754 [22, 18]
1.2136 44.5034 [22, 2]
0.1681 47.592025 [8, 3]
0.0954 47.92385 [3, 9]
0.18 47.045 [6, 10]
0.7489 44.537225 [16, 11]
34.9956 17.0489 [90, 128]
0.405 45.60125 [9, 15]
1.345 43.83625 [23, 5]
0.3816 45.8954 [6, 18]
2.6221 39.205525 [23, 38]
10.6389 30.009725 [54, 61]
3.7225 37.680625 [20, 55]


7.1325 33.033125 [42, 55]
7.9714 32.09285 [43, 61]
0.1954 46.94885 [7, 9]
52.6426 13.86065 [127, 117]
27.2269 19.956725 [70, 129]
0.0841 47.971025 [4, 7]
0.2196 46.7549 [6, 12]
22.7749 23.843725 [86, 69]
4.6324 36.0581 [34, 44]
12.7969 28.849225 [35, 104]
18.5074 26.22685 [35, 131]
6.6856 35.8714 [50, 22]
0.5625 44.890625 [12, 15]
42.7761 15.244025 [108, 123]
58.4146 13.40365 [137, 113]
8.4825 31.870625 [33, 80]
87.0601 11.815025 [175, 108]
68.4625 11.865625 [149, 120]
1.9669 40.641725 [22, 29]
1.5016 42.1754 [22, 18]
