0.5 2.5 0.04 [0, 0, 1, 1, 0, 1, 0, 1, 0, 1]
0.30000000000000004 3.1 0.1111111111111111 [0, 0, 1, 0, 0, 0, 1, 0, 0, 1]
0.4 2.8000000000000003 0.0625 [0, 0, 1, 1, 0, 1, 0, 0, 0, 1]
0.7000000000000001 1.9000000000000001 0.02040816326530612 [0, 1, 1, 1, 0, 1, 1, 0, 1, 1]
0.6000000000000001 2.2 0.027777777777777776 [1, 0, 1, 1, 0, 1, 1, 0, 0, 1]
0.2 3.4000000000000004 0.25 [0, 0, 1, 1, 0, 0, 0, 0, 0, 0]
0.8 1.6 0.015625 [0, 1, 1, 1, 0, 1, 1, 1, 1, 1]
1.5 1.1 0.008264462809917356 [2, 1, 1, 1, 0, 1, 1, 2, 1, 1]
1.9000000000000001 0.7000000000000001 0.005917159763313609 [2, 1, 1, 1, 2, 1, 1, 2, 1, 1]
1.2000000000000002 1.2000000000000002 0.01 [1, 1, 1, 1, 0, 1, 1, 2, 1, 1]
5.0 1.0 0.0025 [2, 1, 2, 1, 3, 3, 4, 2, 1, 1]
3.2 0.8 0.00390625 [2, 1, 1, 1, 3, 3, 1, 2, 1, 1]
0.1 3.7 1.0 [0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
7.7 2.5 0.001890359168241966 [2, 0, 5, 3, 3, 3, 4, 2, 0, 1]
2.2 0.6000000000000001 0.00510204081632653 [2, 1, 2, 1, 1, 2, 1, 2, 1, 1]
4.1000000000000005 0.5 0.002770083102493075 [2, 1, 2, 2, 2, 3, 3, 2, 1, 1]
1.6 0.8 0.006944444444444444 [2, 1, 1, 2, 1, 1, 1, 1, 1, 1]
5.7 1.3 0.0022675736961451248 [2, 2, 3, 2, 3, 1, 4, 3, 0, 1]
3.8000000000000003 0.6000000000000001 0.0030864197530864196 [2, 2, 3, 2, 3, 1, 2, 1, 1, 1]
6.2 1.4000000000000001 0.002066115702479339 [2, 2, 4, 3, 3, 1, 4, 1, 1, 1]
3.3000000000000003 0.5 0.0034602076124567475 [2, 1, 1, 2, 3, 2, 2, 2, 1, 1]
2.7 0.7000000000000001 0.0044444444444444444 [2, 1, 1, 1, 3, 1, 2, 2, 1, 1]
0.9 1.3 0.012345679012345678 [1, 1, 1, 1, 1, 1, 1, 0, 1, 1]
