-79.183 134.1055 [68, 41, 174, 25, 137, 183]
-5.931 18.701 [38, 55, 32, 61, 0, 14]
-26.0136 36.0961 [32, 34, 142, 12, 39, 71]


-79.183 134.1055 [68, 41, 174, 25, 137, 183]
-5.931 18.701 [38, 55, 32, 61, 0, 14]
-26.0136 36.0961 [32, 34, 142, 12, 39, 71]
-10.3969 29.1969 [36, 45, 24, 36, 38, 76]


-5.931 18.701 [38, 55, 32, 61, 0, 14]
-26.0136 36.0961 [32, 34, 142, 12, 39, 71]
-10.3969 29.1969 [36, 45, 24, 36, 38, 76]
-94.5459 49.1359 [73, 33, 191, 19, 3, 58]
-12.5464 16.1064 [48, 16, 46, 50, 5, 32]


-26.0136 36.0961 [32, 34, 142, 12, 39, 71]
-94.5459 49.1359 [73, 33, 191, 19, 3, 58]
-12.5464 16.1064 [48, 16, 46, 50, 5, 32]
-18.3763 15.2863 [35, 5, 75, 21, 19, 38]
-149.6118 40.4518 [86, 21, 15, 1, 39, 80]


-26.0136 36.0961 [32, 34, 142, 12, 39, 71]
-94.5459 49.1359 [73, 33, 191, 19, 3, 58]
-18.3763 15.2863 [35, 5, 75, 21, 19, 38]
-149.6118 40.4518 [86, 21, 15, 1, 39, 80]


-26.0136 36.0961 [32, 34, 142, 12, 39, 71]
-18.3763 15.2863 [35, 5, 75, 21, 19, 38]
-149.6118 40.4518 [86, 21, 15, 1, 39, 80]
-166.505 26.2475 [89, 27, 35, 2, 4, 15]


-18.3763 15.2863 [35, 5, 75, 21, 19, 38]
-166.505 26.2475 [89, 27, 35, 2, 4, 15]
-26.9192 17.8492 [24, 26, 89, 44, 14, 38]


-18.3763 15.2863 [35, 5, 75, 21, 19, 38]
-166.505 26.2475 [89, 27, 35, 2, 4, 15]
-26.9192 17.8492 [24, 26, 89, 44, 14, 38]


-18.3763 15.2863 [35, 5, 75, 21, 19, 38]
-166.505 26.2475 [89, 27, 35, 2, 4, 15]
-26.9192 17.8492 [24, 26, 89, 44, 14, 38]
-100.2174 22.6374 [77, 21, 48, 14, 6, 24]
-27.0542 19.2967 [53, 42, 41, 1, 11, 35]


-18.3763 15.2863 [35, 5, 75, 21, 19, 38]
-166.505 26.2475 [89, 27, 35, 2, 4, 15]
-26.9192 17.8492 [24, 26, 89, 44, 14, 38]
-100.2174 22.6374 [77, 21, 48, 14, 6, 24]
-27.0542 19.2967 [53, 42, 41, 1, 11, 35]


-18.3763 15.2863 [35, 5, 75, 21, 19, 38]
-166.505 26.2475 [89, 27, 35, 2, 4, 15]
-26.9192 17.8492 [24, 26, 89, 44, 14, 38]
-100.2174 22.6374 [77, 21, 48, 14, 6, 24]
-27.0542 19.2967 [53, 42, 41, 1, 11, 35]


-18.3763 15.2863 [35, 5, 75, 21, 19, 38]
-166.505 26.2475 [89, 27, 35, 2, 4, 15]
-26.9192 17.8492 [24, 26, 89, 44, 14, 38]
-100.2174 22.6374 [77, 21, 48, 14, 6, 24]
-27.0542 19.2967 [53, 42, 41, 1, 11, 35]


-18.3763 15.2863 [35, 5, 75, 21, 19, 38]
-166.505 26.2475 [89, 27, 35, 2, 4, 15]
-26.9192 17.8492 [24, 26, 89, 44, 14, 38]
-100.2174 22.6374 [77, 21, 48, 14, 6, 24]
-27.0542 19.2967 [53, 42, 41, 1, 11, 35]


-18.3763 15.2863 [35, 5, 75, 21, 19, 38]
-166.505 26.2475 [89, 27, 35, 2, 4, 15]
-26.9192 17.8492 [24, 26, 89, 44, 14, 38]
-100.2174 22.6374 [77, 21, 48, 14, 6, 24]
-27.0542 19.2967 [53, 42, 41, 1, 11, 35]


-18.3763 15.2863 [35, 5, 75, 21, 19, 38]
-166.505 26.2475 [89, 27, 35, 2, 4, 15]
-26.9192 17.8492 [24, 26, 89, 44, 14, 38]
-100.2174 22.6374 [77, 21, 48, 14, 6, 24]
-27.0542 19.2967 [53, 42, 41, 1, 11, 35]


-18.3763 15.2863 [35, 5, 75, 21, 19, 38]
-166.505 26.2475 [89, 27, 35, 2, 4, 15]
-26.9192 17.8492 [24, 26, 89, 44, 14, 38]
-100.2174 22.6374 [77, 21, 48, 14, 6, 24]
-27.0542 19.2967 [53, 42, 41, 1, 11, 35]


-18.3763 15.2863 [35, 5, 75, 21, 19, 38]
-166.505 26.2475 [89, 27, 35, 2, 4, 15]
-26.9192 17.8492 [24, 26, 89, 44, 14, 38]
-100.2174 22.6374 [77, 21, 48, 14, 6, 24]
-27.0542 19.2967 [53, 42, 41, 1, 11, 35]


-18.3763 15.2863 [35, 5, 75, 21, 19, 38]
-166.505 26.2475 [89, 27, 35, 2, 4, 15]
-26.9192 17.8492 [24, 26, 89, 44, 14, 38]
-100.2174 22.6374 [77, 21, 48, 14, 6, 24]
-27.0542 19.2967 [53, 42, 41, 1, 11, 35]


-18.3763 15.2863 [35, 5, 75, 21, 19, 38]
-166.505 26.2475 [89, 27, 35, 2, 4, 15]
-26.9192 17.8492 [24, 26, 89, 44, 14, 38]
-100.2174 22.6374 [77, 21, 48, 14, 6, 24]
-27.0542 19.2967 [53, 42, 41, 1, 11, 35]


-18.3763 15.2863 [35, 5, 75, 21, 19, 38]
