621.25 -220.69 [164, 13]
1079.61 -411.3 [11, 0]
1030.45 -393.94 [21, 2]
646.0 -245.44 [186, 2]
525.25 -116.29 [144, 47]
662.73 -248.94 [137, 12]
570.09 -167.5 [193, 20]
853.65 -280.06 [43, 26]
1050.84 -405.0 [18, 0]
317.44 -107.65 [143, 85]
598.05 -182.7 [135, 30]


621.25 -220.69 [164, 13]
1079.61 -411.3 [11, 0]
1030.45 -393.94 [21, 2]
646.0 -245.44 [186, 2]
662.73 -248.94 [137, 12]
570.09 -167.5 [193, 20]
853.65 -280.06 [43, 26]
1050.84 -405.0 [18, 0]
317.44 -107.65 [143, 85]
352.39 -151.15 [188, 55]
583.33 -183.34 [167, 22]
278.7 -53.14 [124, 118]
617.13 -214.54 [193, 8]
950.65 -332.26 [27, 16]
198.88 15.11 [137, 157]
361.15 -159.64 [189, 52]
628.85 -228.06 [187, 6]
982.53 -367.09 [28, 7]
575.41 -174.85 [164, 25]
672.88 -270.64 [158, 2]


621.25 -220.69 [164, 13]
1079.61 -411.3 [11, 0]
1030.45 -393.94 [21, 2]
646.0 -245.44 [186, 2]
662.73 -248.94 [137, 12]
570.09 -167.5 [193, 20]
1050.84 -405.0 [18, 0]
352.39 -151.15 [188, 55]
583.33 -183.34 [167, 22]
617.13 -214.54 [193, 8]
950.65 -332.26 [27, 16]
198.88 15.11 [137, 157]
361.15 -159.64 [189, 52]
628.85 -228.06 [187, 6]
982.53 -367.09 [28, 7]
575.41 -174.85 [164, 25]
672.88 -270.64 [158, 2]
267.68 -131.04 [58, 192]
991.65 -384.94 [31, 2]
140.62 58.94 [176, 166]
775.81 -314.05 [96, 5]
696.85 -285.94 [141, 2]
191.7 31.86 [126, 198]
635.74 -235.75 [183, 5]


621.25 -220.69 [164, 13]
1079.61 -411.3 [11, 0]
1030.45 -393.94 [21, 2]
646.0 -245.44 [186, 2]
662.73 -248.94 [137, 12]
570.09 -167.5 [193, 20]
1050.84 -405.0 [18, 0]
352.39 -151.15 [188, 55]
583.33 -183.34 [167, 22]
617.13 -214.54 [193, 8]
198.88 15.11 [137, 157]
361.15 -159.64 [189, 52]
628.85 -228.06 [187, 6]
982.53 -367.09 [28, 7]
575.41 -174.85 [164, 25]
672.88 -270.64 [158, 2]
267.68 -131.04 [58, 192]
991.65 -384.94 [31, 2]
140.62 58.94 [176, 166]
