0.005 0.929289321881 [1, 11]
0.165 0.593798079768 [33, 35]
0.02 0.858578643763 [4, 1]
0.06 0.755051025722 [12, 167]
0.05 0.77639320225 [10, 1]
0.04 0.8 [8, 60]
0.01 0.9 [2, 16]
0.365 0.39584770132 [73, 11]
0.24 0.510102051443 [48, 20]
0.0 1.0 [0, 124]
0.265 0.485218492951 [53, 32]
0.08 0.717157287525 [16, 28]
0.59 0.231885425213 [118, 59]
0.42 0.351925930159 [84, 142]
0.105 0.67596296508 [21, 93]


0.005 0.929289321881 [1, 11]
0.165 0.593798079768 [33, 35]
0.02 0.858578643763 [4, 1]
0.06 0.755051025722 [12, 167]
0.05 0.77639320225 [10, 1]
0.04 0.8 [8, 60]
0.01 0.9 [2, 16]
0.365 0.39584770132 [73, 11]
0.24 0.510102051443 [48, 20]
0.0 1.0 [0, 124]
0.265 0.485218492951 [53, 32]
0.08 0.717157287525 [16, 28]
0.59 0.231885425213 [118, 59]
0.42 0.351925930159 [84, 142]
0.105 0.67596296508 [21, 93]
0.135 0.632576538583 [27, 2]
0.155 0.606299606299 [31, 16]
0.07 0.735424868894 [14, 8]
0.335 0.42120815486 [67, 2]
0.755 0.131092640151 [151, 16]
0.045 0.787867965644 [9, 61]
0.845 0.0807611844575 [169, 102]
0.495 0.296437636026 [99, 52]
0.13 0.639444872454 [26, 0]
0.69 0.169337613708 [138, 41]
0.81 0.1 [162, 13]
0.35 0.40839202169 [70, 164]


0.005 0.929289321881 [1, 11]
0.165 0.593798079768 [33, 35]
0.02 0.858578643763 [4, 1]
0.06 0.755051025722 [12, 167]
0.05 0.77639320225 [10, 1]
0.04 0.8 [8, 60]
0.01 0.9 [2, 16]
0.365 0.39584770132 [73, 11]
0.24 0.510102051443 [48, 20]
0.0 1.0 [0, 124]
0.265 0.485218492951 [53, 32]
0.08 0.717157287525 [16, 28]
0.59 0.231885425213 [118, 59]
0.42 0.351925930159 [84, 142]
0.105 0.67596296508 [21, 93]
0.135 0.632576538583 [27, 2]
0.155 0.606299606299 [31, 16]
0.07 0.735424868894 [14, 8]
0.335 0.42120815486 [67, 2]
0.755 0.131092640151 [151, 16]
0.045 0.787867965644 [9, 61]
0.845 0.0807611844575 [169, 102]
0.495 0.296437636026 [99, 52]
0.13 0.639444872454 [26, 0]
0.69 0.169337613708 [138, 41]
0.81 0.1 [162, 13]
0.35 0.40839202169 [70, 164]
0.5 0.292893218813 [100, 123]
0.025 0.841886116992 [5, 8]
0.985 0.00752833793604 [197, 1]
0.78 0.116823913367 [156, 110]
0.03 0.826794919243 [6, 64]
0.275 0.475595575915 [55, 30]
0.065 0.74504902432 [13, 5]
0.235 0.515232014258 [47, 16]
0.12 0.653589838486 [24, 7]
0.11 0.668337520964 [22, 123]
0.29 0.461483519287 [58, 13]


0.005 0.929289321881 [1, 11]
0.165 0.593798079768 [33, 35]
0.02 0.858578643763 [4, 1]
0.06 0.755051025722 [12, 167]
0.05 0.77639320225 [10, 1]
0.04 0.8 [8, 60]
0.01 0.9 [2, 16]
0.365 0.39584770132 [73, 11]
0.24 0.510102051443 [48, 20]
0.0 1.0 [0, 124]
0.265 0.485218492951 [53, 32]
0.08 0.717157287525 [16, 28]
0.59 0.231885425213 [118, 59]
0.42 0.351925930159 [84, 142]
0.105 0.67596296508 [21, 93]
0.135 0.632576538583 [27, 2]
0.155 0.606299606299 [31, 16]
0.07 0.735424868894 [14, 8]
0.335 0.42120815486 [67, 2]
0.755 0.131092640151 [151, 16]
0.045 0.787867965644 [9, 61]
0.845 0.0807611844575 [169, 102]
0.495 0.296437636026 [99, 52]
0.13 0.639444872454 [26, 0]
0.69 0.169337613708 [138, 41]
0.81 0.1 [162, 13]
0.35 0.40839202169 [70, 164]
0.5 0.292893218813 [100, 123]
0.025 0.841886116992 [5, 8]
0.985 0.00752833793604 [197, 1]
0.78 0.116823913367 [156, 110]
0.03 0.826794919243 [6, 64]
0.275 0.475595575915 [55, 30]
0.065 0.74504902432 [13, 5]
0.235 0.515232014258 [47, 16]
0.12 0.653589838486 [24, 7]
0.11 0.668337520964 [22, 123]
0.29 0.461483519287 [58, 13]
0.47 0.31443453996 [94, 159]
0.65 0.19377422517 [130, 22]
0.175 0.581669986733 [35, 192]
0.095 0.691779299852 [19, 9]
0.085 0.708452405258 [17, 14]
0.185 0.569883736648 [37, 0]
0.225 0.525658350975 [45, 18]
0.145 0.619211344707 [29, 3]
0.58 0.238422689414 [116, 110]
0.99 0.00501256289338 [198, 165]
